Date,D2-B,D2-D,D6-D,D6-E,D6-I,D6-J,D6-S,D6-AB,D7-B,Label_D6-E,Label_D6-S,Label_D6-AB
"10月 24, 1997",0,0,1,1,1,1,0,0,1,1,1,0
"10月 31, 1997",1,1,1,1,1,0,1,0,1,0,0,1
"11月 07, 1997",0,0,0,0,0,0,0,1,1,1,1,0
"11月 14, 1997",0,0,1,1,1,1,1,0,1,1,0,0
"11月 21, 1997",1,0,1,1,0,1,0,0,1,1,1,0
"11月 28, 1997",1,0,1,1,1,1,1,0,1,0,1,1
"12月 05, 1997",0,0,0,0,0,0,1,1,0,1,1,1
"12月 12, 1997",1,0,1,1,1,1,1,1,0,0,0,0
"12月 19, 1997",0,0,0,0,0,0,0,0,0,0,1,0
"12月 26, 1997",1,0,0,0,1,1,1,0,0,0,1,1
"1月 02, 1998",0,0,0,0,1,1,1,1,0,0,1,1
"1月 09, 1998",0,0,0,0,1,1,1,1,0,1,1,0
"1月 16, 1998",0,0,1,1,1,1,1,0,1,1,1,0
"1月 23, 1998",0,0,1,1,0,0,1,0,1,0,0,0
"1月 30, 1998",0,0,0,0,1,1,0,0,1,1,1,0
"2月 06, 1998",1,0,0,1,1,1,1,0,1,1,0,0
"2月 13, 1998",0,0,1,1,0,0,0,0,1,1,1,0
"2月 20, 1998",0,0,1,1,1,0,1,0,1,0,1,0
"2月 27, 1998",1,0,0,0,1,1,1,0,0,0,1,0
"3月 06, 1998",1,1,0,0,0,0,1,0,0,0,1,0
"3月 13, 1998",1,0,0,0,0,0,1,0,0,1,1,0
"3月 20, 1998",0,0,1,1,1,1,1,0,1,1,0,0
"3月 27, 1998",1,0,1,1,0,1,0,0,0,1,1,0
"4月 03, 1998",0,1,1,1,0,0,1,0,0,1,0,1
"4月 10, 1998",1,0,1,1,0,1,0,1,1,1,0,1
"4月 17, 1998",1,0,1,1,1,1,0,1,0,1,1,0
"4月 24, 1998",0,0,1,1,1,1,1,0,0,1,1,1
"5月 01, 1998",1,1,1,1,1,0,1,1,0,0,0,1
"5月 08, 1998",0,0,0,0,1,1,0,1,0,1,0,0
"5月 15, 1998",1,0,1,1,0,0,0,0,1,0,1,1
"5月 22, 1998",1,0,0,0,1,1,1,1,0,0,1,1
"5月 29, 1998",1,0,0,0,1,1,1,1,0,0,0,0
"6月 05, 1998",0,1,0,0,1,1,0,0,0,0,0,1
"6月 12, 1998",1,0,0,0,1,1,0,1,0,0,1,1
"6月 19, 1998",0,0,0,0,1,1,1,1,0,1,0,0
"6月 26, 1998",0,0,1,1,0,1,0,0,1,0,0,1
"7月 03, 1998",0,0,0,0,0,0,0,1,0,0,1,1
"7月 10, 1998",1,0,0,0,1,1,1,1,0,1,0,1
"7月 17, 1998",0,0,1,1,0,0,0,1,1,1,1,1
"7月 24, 1998",0,0,1,1,1,0,1,1,1,1,1,1
"7月 31, 1998",0,1,1,1,0,0,1,1,0,1,0,0
"8月 07, 1998",0,0,1,1,0,0,0,0,1,0,1,1
"8月 14, 1998",1,0,0,0,0,0,1,1,0,0,0,1
"8月 21, 1998",1,0,0,0,0,1,0,1,0,0,0,0
"8月 28, 1998",1,0,0,0,1,1,0,0,0,0,0,1
"9月 04, 1998",0,1,0,0,0,0,0,1,0,0,1,1
"9月 11, 1998",1,0,0,0,0,0,1,1,0,0,1,1
"9月 18, 1998",0,0,0,0,1,1,1,1,0,1,1,1
"9月 25, 1998",0,0,1,1,0,0,1,1,1,1,0,0
"10月 02, 1998",0,1,1,1,0,1,0,0,1,1,0,0
"10月 09, 1998",0,0,1,1,0,0,0,0,1,1,0,0
"10月 16, 1998",0,0,1,1,1,1,0,0,1,1,0,0
"10月 23, 1998",1,0,1,1,0,0,0,0,1,1,1,0
"10月 30, 1998",1,0,1,1,1,0,1,0,0,0,1,1
"11月 06, 1998",1,1,0,0,1,1,1,1,0,0,0,1
"11月 13, 1998",1,0,0,0,1,1,0,1,0,1,1,0
"11月 20, 1998",0,0,1,1,0,0,1,0,0,0,0,1
"11月 27, 1998",0,0,0,0,1,1,0,1,0,0,1,1
"12月 04, 1998",1,0,0,0,1,1,1,1,0,1,1,1
"12月 11, 1998",1,0,1,1,1,1,1,1,1,1,0,0
"12月 18, 1998",0,0,1,1,0,0,0,0,1,0,0,1
"12月 25, 1998",1,0,0,0,1,1,0,1,0,0,1,1
"1月 01, 1999",1,0,0,0,1,1,1,1,0,1,1,1
"1月 08, 1999",0,1,1,1,1,1,1,1,0,1,0,0
"1月 15, 1999",0,0,1,1,1,1,0,0,1,1,1,0
"1月 22, 1999",0,0,1,1,0,0,1,0,1,1,1,0
"1月 29, 1999",1,0,1,1,1,1,1,0,1,1,1,0
"2月 05, 1999",1,1,1,1,1,1,1,0,1,0,1,1
"2月 12, 1999",1,0,0,0,0,0,1,1,0,1,1,0
"2月 19, 1999",0,0,1,1,1,1,1,0,1,0,0,0
"2月 26, 1999",0,1,0,0,0,0,0,0,0,1,1,0
"3月 05, 1999",1,1,1,1,0,0,1,0,1,1,0,0
"3月 12, 1999",0,0,1,1,0,0,0,0,1,1,1,0
"3月 19, 1999",0,0,1,1,0,0,1,0,1,1,0,0
"3月 26, 1999",1,0,1,1,0,0,0,0,1,0,1,1
"4月 02, 1999",1,0,0,0,0,0,1,1,0,1,1,1
"4月 09, 1999",1,1,1,1,1,1,1,1,0,0,0,0
"4月 16, 1999",1,0,0,0,0,1,0,0,0,0,1,1
"4月 23, 1999",0,0,0,0,0,0,1,1,0,0,0,0
"4月 30, 1999",1,0,0,0,1,1,0,0,0,0,1,0
"5月 07, 1999",0,0,0,0,1,1,1,0,0,1,0,1
"5月 14, 1999",0,1,1,1,0,0,0,1,1,0,0,1
"5月 21, 1999",1,0,0,0,0,1,0,1,0,0,0,1
"5月 28, 1999",0,0,0,0,1,1,0,1,0,1,1,0
"6月 04, 1999",1,1,1,1,1,1,1,0,1,1,0,1
"6月 11, 1999",0,0,1,1,0,0,0,1,0,0,0,0
"6月 18, 1999",0,0,0,0,0,1,0,0,0,0,1,1
"6月 25, 1999",0,0,0,0,0,0,1,1,0,0,1,1
"7月 02, 1999",0,1,0,0,0,0,1,1,1,1,1,1
"7月 09, 1999",1,0,1,1,0,0,1,1,1,1,0,1
"7月 16, 1999",1,0,1,1,0,0,0,1,0,0,0,1
"7月 23, 1999",0,0,0,0,0,0,0,1,0,0,0,1
"7月 30, 1999",1,0,0,0,0,0,0,1,0,0,1,0
"8月 06, 1999",1,0,0,0,0,0,1,0,0,0,1,1
"8月 13, 1999",0,0,0,0,1,1,1,1,0,0,0,1
"8月 20, 1999",0,0,0,0,1,1,0,1,0,1,0,1
"8月 27, 1999",0,0,1,1,0,0,0,1,1,0,0,0
"9月 03, 1999",1,0,0,0,0,0,0,0,0,0,1,1
"9月 10, 1999",0,1,0,0,1,0,1,1,0,1,1,1
"9月 17, 1999",0,0,0,1,1,1,1,1,0,0,0,1
"9月 24, 1999",0,0,0,0,0,0,0,1,0,0,0,0
"10月 01, 1999",1,0,0,0,1,1,0,0,1,0,1,0
"10月 08, 1999",0,1,0,0,1,1,1,0,0,1,0,0
"10月 15, 1999",0,0,1,1,0,1,0,0,1,1,1,0
"10月 22, 1999",0,0,1,1,0,0,1,0,1,1,0,0
"10月 29, 1999",1,0,1,1,0,0,0,0,1,1,0,0
"11月 05, 1999",0,0,0,1,0,0,0,0,1,1,0,0
"11月 12, 1999",0,0,1,1,0,0,0,0,1,0,0,0
"11月 19, 1999",1,0,0,0,0,0,0,0,0,0,1,1
"11月 26, 1999",1,0,0,0,1,1,1,1,0,0,1,1
"12月 03, 1999",1,1,0,0,1,1,1,1,0,0,0,0
"12月 10, 1999",0,0,0,0,0,0,0,0,0,0,1,0
"12月 17, 1999",1,0,0,0,0,0,1,0,0,0,0,0
"12月 24, 1999",0,0,0,0,0,0,0,0,1,0,1,0
"12月 31, 1999",1,0,0,0,0,0,1,0,0,1,0,1
"1月 07, 2000",0,0,1,1,1,1,0,1,1,0,0,0
"1月 14, 2000",0,0,1,0,1,1,0,0,1,0,1,0
"1月 21, 2000",1,0,0,0,1,0,1,0,0,0,1,0
"1月 28, 2000",1,0,0,0,1,0,1,0,0,1,0,0
"2月 04, 2000",0,0,1,1,0,1,0,0,1,0,1,0
"2月 11, 2000",1,1,1,0,0,0,1,0,0,0,1,0
"2月 18, 2000",1,0,0,0,0,0,1,0,0,1,0,1
"2月 25, 2000",1,0,1,1,0,1,0,1,0,1,1,1
"3月 03, 2000",1,0,1,1,1,1,1,1,1,1,0,1
"3月 10, 2000",1,0,1,1,0,0,0,1,0,1,1,0
"3月 17, 2000",0,0,1,1,1,1,1,0,0,0,1,0
"3月 24, 2000",1,0,0,0,1,1,1,0,0,1,1,0
"3月 31, 2000",1,0,1,1,1,1,1,0,0,1,0,0
"4月 07, 2000",1,1,1,1,0,0,0,0,0,1,1,0
"4月 14, 2000",1,0,1,1,0,0,1,0,1,1,0,1
"4月 21, 2000",0,0,1,1,0,0,0,1,1,0,1,1
"4月 28, 2000",1,0,0,0,1,1,1,1,0,1,0,0
"5月 05, 2000",0,1,1,1,0,0,0,0,1,1,0,1
"5月 12, 2000",1,0,1,1,1,1,0,1,0,1,0,1
"5月 19, 2000",1,0,1,1,1,1,0,1,0,0,0,1
"5月 26, 2000",1,0,0,0,0,0,0,1,0,0,1,1
"6月 02, 2000",1,0,0,0,1,1,1,1,0,0,1,1
"6月 09, 2000",0,0,0,0,1,1,1,1,0,0,1,0
"6月 16, 2000",1,0,0,0,1,0,1,0,0,1,0,1
"6月 23, 2000",1,0,0,1,1,1,0,1,0,0,1,0
"6月 30, 2000",0,0,0,0,1,0,1,0,0,1,0,1
"7月 07, 2000",0,0,1,1,1,1,0,1,1,0,0,1
"7月 14, 2000",1,0,0,0,1,1,0,1,0,1,1,1
"7月 21, 2000",1,0,1,1,1,1,1,1,0,0,0,1
"7月 28, 2000",0,0,0,0,0,1,0,1,0,1,1,0
"8月 04, 2000",0,1,1,1,0,0,1,0,1,1,1,1
"8月 11, 2000",1,0,1,1,0,0,1,1,1,0,0,1
"8月 18, 2000",1,0,0,0,0,0,0,1,0,1,0,1
"8月 25, 2000",0,0,1,1,0,0,0,1,1,1,1,0
"9月 01, 2000",1,0,1,1,0,0,1,0,1,0,0,1
"9月 08, 2000",0,0,0,0,0,0,0,1,0,0,0,1
"9月 15, 2000",0,0,0,0,0,0,0,1,0,0,0,0
"9月 22, 2000",1,0,0,0,1,1,0,0,0,1,0,0
"9月 29, 2000",0,0,1,1,1,1,0,0,1,1,1,0
"10月 06, 2000",0,0,1,1,1,0,1,0,1,0,0,0
"10月 13, 2000",0,0,0,0,0,0,0,0,0,1,0,0
"10月 20, 2000",1,0,1,1,0,0,0,0,1,0,1,1
"10月 27, 2000",1,0,0,0,0,0,1,1,0,0,1,1
"11月 03, 2000",1,1,0,0,0,0,1,1,0,1,0,0
"11月 10, 2000",0,0,0,1,1,1,0,0,0,1,0,0
"11月 17, 2000",0,0,1,1,0,1,0,0,1,0,0,1
"11月 24, 2000",0,0,0,0,1,1,0,1,1,1,1,1
"12月 01, 2000",1,1,1,1,1,1,1,1,1,0,1,0
"12月 08, 2000",1,0,0,0,1,1,1,0,0,1,1,1
"12月 15, 2000",1,0,0,1,1,1,1,1,1,0,0,0
"12月 22, 2000",0,0,0,0,0,0,0,0,0,0,1,1
"12月 29, 2000",1,0,0,0,0,0,1,1,0,0,1,1
"1月 05, 2001",0,1,0,0,1,1,1,1,0,0,1,0
"1月 12, 2001",1,0,0,0,1,0,1,0,0,0,0,1
"1月 19, 2001",0,0,0,0,1,1,0,1,0,0,1,0
"1月 26, 2001",0,0,0,0,1,1,1,0,0,1,1,1
"2月 02, 2001",0,0,1,1,0,0,1,1,1,1,0,1
"2月 09, 2001",0,0,1,1,0,1,0,1,1,0,1,1
"2月 16, 2001",1,0,0,0,1,0,1,1,0,1,0,0
"2月 23, 2001",1,0,1,1,0,1,0,0,1,0,1,0
"3月 02, 2001",1,0,0,0,0,0,1,0,0,1,0,0
"3月 09, 2001",0,0,1,1,0,0,0,0,1,1,1,0
"3月 16, 2001",1,0,1,1,0,0,1,0,1,1,1,0
"3月 23, 2001",0,0,1,1,0,0,1,0,1,1,1,0
"3月 30, 2001",0,1,1,1,0,0,1,0,1,1,1,0
"4月 06, 2001",1,0,1,1,1,1,1,0,1,1,0,1
"4月 13, 2001",1,0,1,1,0,1,0,1,1,0,0,0
"4月 20, 2001",1,0,0,0,1,1,0,0,0,1,1,1
"4月 27, 2001",0,0,1,1,1,1,1,1,0,1,0,1
"5月 04, 2001",0,0,1,1,1,1,0,1,0,1,1,0
"5月 11, 2001",0,0,1,1,1,1,1,0,1,1,0,0
"5月 18, 2001",1,0,1,1,0,0,0,0,1,0,0,1
"5月 25, 2001",1,0,0,0,1,1,0,1,0,1,1,1
"6月 01, 2001",1,1,1,1,1,1,1,1,0,0,1,0
"6月 08, 2001",0,0,0,0,1,1,1,0,0,0,0,1
"6月 15, 2001",0,0,0,0,1,1,0,1,0,0,1,1
"6月 22, 2001",0,0,0,0,1,1,1,1,1,0,0,1
"6月 29, 2001",1,0,0,0,1,1,0,1,0,0,0,1
"7月 06, 2001",0,0,0,0,0,1,0,1,0,1,0,1
"7月 13, 2001",0,0,1,1,0,0,0,1,1,1,0,1
"7月 20, 2001",0,0,1,1,0,0,0,1,1,0,0,1
"7月 27, 2001",0,0,0,0,0,0,0,1,1,0,0,1
"8月 03, 2001",0,1,0,0,0,0,0,1,0,0,0,0
"8月 10, 2001",1,0,0,0,0,0,0,0,0,0,0,1
"8月 17, 2001",0,0,0,0,0,0,0,1,0,1,0,0
"8月 24, 2001",0,0,1,1,0,0,0,0,1,0,1,0
"8月 31, 2001",1,1,0,0,0,0,1,0,0,1,1,1
"9月 07, 2001",1,0,1,1,1,0,1,1,0,0,1,1
"9月 14, 2001",0,0,0,0,0,0,1,1,0,1,1,0
"9月 21, 2001",0,0,1,1,1,1,1,0,1,1,1,1
"9月 28, 2001",1,0,1,1,1,1,1,1,1,0,1,1
"10月 05, 2001",1,0,0,0,1,1,1,1,1,0,1,1
"10月 12, 2001",1,0,0,0,1,1,1,1,0,1,0,1
"10月 19, 2001",1,0,1,1,1,1,0,1,0,1,0,1
"10月 26, 2001",1,0,1,1,0,0,0,1,1,1,0,1
"11月 02, 2001",0,0,1,1,0,1,0,1,1,0,0,1
"11月 09, 2001",0,0,1,0,0,0,0,1,1,0,1,0
"11月 16, 2001",1,0,0,0,1,1,1,0,0,0,1,1
"11月 23, 2001",1,0,0,0,1,0,1,1,0,1,1,1
"11月 30, 2001",1,1,1,1,1,1,1,1,1,0,0,1
"12月 07, 2001",0,0,0,0,0,0,0,1,0,1,0,0
"12月 14, 2001",1,0,1,1,0,0,0,0,0,1,0,0
"12月 21, 2001",0,0,1,1,0,0,0,0,1,0,1,1
"12月 28, 2001",1,0,0,0,1,0,1,1,0,1,0,1
"1月 04, 2002",0,1,1,1,0,1,0,1,1,1,1,0
"1月 11, 2002",1,0,1,1,1,1,1,0,0,1,1,0
"1月 18, 2002",0,0,1,1,1,1,1,0,1,1,1,0
"1月 25, 2002",0,0,1,1,1,1,1,0,1,1,0,0
"2月 01, 2002",1,1,1,1,0,1,0,0,1,1,0,1
"2月 08, 2002",1,0,1,1,1,1,0,1,1,0,1,0
"2月 15, 2002",1,0,0,0,0,0,1,0,0,0,1,0
"2月 22, 2002",1,0,0,0,0,0,1,0,0,1,0,0
"3月 01, 2002",0,0,1,1,0,0,0,0,1,1,0,0
"3月 08, 2002",0,0,1,1,0,0,0,0,1,1,1,0
"3月 15, 2002",1,0,1,1,0,0,1,0,1,0,0,0
"3月 22, 2002",1,0,0,0,0,0,0,0,0,1,1,0
"3月 29, 2002",1,0,1,1,1,1,1,0,1,1,1,1
"4月 05, 2002",1,1,1,1,1,0,1,1,0,0,0,0
"4月 12, 2002",1,0,0,0,0,0,0,0,0,1,0,0
"4月 19, 2002",0,0,1,1,0,1,0,0,0,1,0,1
"4月 26, 2002",1,0,1,1,1,1,0,1,1,0,0,1
"5月 03, 2002",1,0,0,0,1,1,0,1,0,0,1,1
"5月 10, 2002",0,0,0,0,1,1,1,1,0,1,0,1
"5月 17, 2002",0,0,1,1,0,0,0,1,1,0,1,1
"5月 24, 2002",1,0,0,0,1,1,1,1,0,1,0,1
"5月 31, 2002",1,0,1,1,0,0,0,1,1,0,1,1
"6月 07, 2002",0,0,0,0,0,0,1,1,0,0,1,1
"6月 14, 2002",1,0,1,0,1,1,1,1,0,0,0,0
"6月 21, 2002",0,0,0,0,1,1,0,0,0,1,0,0
"6月 28, 2002",1,0,1,1,1,1,0,0,1,0,1,1
"7月 05, 2002",1,0,0,0,0,0,1,1,0,0,0,1
"7月 12, 2002",0,1,0,0,0,0,0,1,0,0,0,0
"7月 19, 2002",0,0,0,0,0,1,0,0,0,0,1,1
"7月 26, 2002",1,0,0,0,0,0,1,1,0,0,1,1
"8月 02, 2002",0,0,0,0,1,0,1,1,0,0,0,0
"8月 09, 2002",0,0,0,0,0,0,0,0,0,1,0,0
"8月 16, 2002",1,0,1,1,1,1,0,0,1,1,0,0
"8月 23, 2002",0,0,1,1,0,0,0,0,1,0,1,0
"8月 30, 2002",1,1,0,0,0,0,1,0,0,0,0,1
"9月 06, 2002",1,0,0,0,1,1,0,1,0,0,1,0
"9月 13, 2002",0,0,0,0,0,0,1,0,0,0,1,0
"9月 20, 2002",1,0,0,0,1,1,1,0,0,0,0,1
"9月 27, 2002",0,0,0,0,1,1,0,1,0,0,0,0
"10月 04, 2002",0,0,0,0,0,0,0,0,1,1,0,0
"10月 11, 2002",0,0,1,1,0,0,0,0,1,1,0,1
"10月 18, 2002",1,0,1,1,0,0,0,1,1,1,1,0
"10月 25, 2002",1,0,1,1,0,0,1,0,1,1,0,0
"11月 01, 2002",1,0,1,1,0,0,0,0,0,0,1,0
"11月 08, 2002",0,0,0,0,1,1,1,0,0,1,0,1
"11月 15, 2002",1,0,1,1,0,1,0,1,1,0,1,0
"11月 22, 2002",1,0,0,0,1,1,1,0,0,1,1,0
"11月 29, 2002",1,0,1,1,1,0,1,0,1,1,1,1
"12月 06, 2002",0,0,1,1,1,1,1,1,0,0,0,1
"12月 13, 2002",0,0,0,0,0,0,0,1,0,1,0,1
"12月 20, 2002",0,0,1,1,1,1,0,1,1,0,1,1
"12月 27, 2002",1,0,0,0,0,0,1,1,0,1,1,1
"1月 03, 2003",0,0,1,1,1,1,1,1,1,0,1,1
"1月 10, 2003",1,0,0,0,1,1,1,1,0,1,1,0
"1月 17, 2003",0,0,1,1,1,0,1,0,1,0,1,0
"1月 24, 2003",0,0,0,0,0,0,1,0,1,1,1,0
"1月 31, 2003",0,0,1,1,0,0,1,0,1,0,1,0
"2月 07, 2003",1,0,0,0,1,1,1,0,0,1,0,0
"2月 14, 2003",1,0,1,1,0,0,0,0,1,0,1,0
"2月 21, 2003",1,0,0,0,0,0,1,0,0,1,0,0
"2月 28, 2003",0,0,1,1,0,0,0,0,0,0,1,1
"3月 07, 2003",1,0,0,0,0,0,1,1,0,1,1,0
"3月 14, 2003",1,0,1,1,0,0,1,0,0,1,1,1
"3月 21, 2003",0,0,1,1,0,0,1,1,1,1,1,0
"3月 28, 2003",1,0,1,1,1,1,1,0,1,0,1,0
"4月 04, 2003",1,0,0,0,1,1,1,0,0,1,1,0
"4月 11, 2003",1,0,1,1,0,0,1,0,0,1,0,1
"4月 18, 2003",0,0,1,1,0,1,0,1,1,1,1,0
"4月 25, 2003",1,0,1,1,1,1,1,0,0,0,1,1
"5月 02, 2003",1,0,0,0,1,1,1,1,0,0,0,1
"5月 09, 2003",1,0,0,0,1,1,0,1,0,1,0,1
"5月 16, 2003",0,0,1,1,0,1,0,1,0,1,0,0
"5月 23, 2003",0,0,1,1,0,0,0,0,0,1,0,1
"5月 30, 2003",1,0,1,1,1,1,0,1,1,0,0,1
"6月 06, 2003",0,0,0,0,1,1,0,1,0,1,0,1
"6月 13, 2003",0,0,1,1,0,0,0,1,1,0,0,0
"6月 20, 2003",0,0,0,0,0,0,0,0,0,0,0,1
"6月 27, 2003",1,0,0,0,0,0,0,1,0,0,1,0
"7月 04, 2003",1,0,1,0,1,0,1,0,1,0,0,1
"7月 11, 2003",1,0,0,0,1,1,0,1,0,0,0,1
"7月 18, 2003",0,0,0,0,0,0,0,1,0,1,1,1
"7月 25, 2003",1,0,1,1,0,0,1,1,1,1,0,1
"8月 01, 2003",0,0,1,1,0,0,0,1,1,1,0,1
"8月 08, 2003",1,0,1,1,0,0,0,1,1,0,0,1
"8月 15, 2003",1,0,0,0,0,1,0,1,0,0,0,1
"8月 22, 2003",0,0,1,0,0,0,0,1,0,1,1,1
"8月 29, 2003",1,0,1,1,1,1,1,1,1,0,0,1
"9月 05, 2003",1,0,0,0,1,1,0,1,0,1,1,1
"9月 12, 2003",1,0,1,1,1,1,1,1,1,1,1,0
"9月 19, 2003",0,0,1,1,1,0,1,0,1,0,0,1
"9月 26, 2003",0,0,1,0,1,1,0,1,1,1,1,1
"10月 03, 2003",0,0,1,1,0,0,1,1,1,1,0,0
"10月 10, 2003",1,0,1,1,0,0,0,0,1,0,0,1
"10月 17, 2003",1,0,0,0,1,1,0,1,0,1,0,1
"10月 24, 2003",1,0,1,1,0,0,0,1,1,1,1,0
"10月 31, 2003",1,0,1,1,0,0,1,0,0,0,1,0
"11月 07, 2003",0,0,1,0,1,0,1,0,0,1,1,0
"11月 14, 2003",1,0,1,1,0,0,1,0,1,0,0,0
"11月 21, 2003",0,0,0,0,1,1,0,0,0,0,1,1
"11月 28, 2003",1,0,0,0,1,1,1,1,0,0,1,1
"12月 05, 2003",1,0,0,0,1,1,1,1,0,0,1,0
"12月 12, 2003",0,0,0,0,1,1,1,0,0,1,1,0
"12月 19, 2003",0,0,1,1,1,0,1,0,1,0,0,1
"12月 26, 2003",1,0,0,0,1,1,0,1,0,0,1,1
"1月 02, 2004",1,0,1,0,1,1,1,1,0,0,1,1
"1月 09, 2004",0,0,0,0,1,1,1,1,0,1,1,0
"1月 16, 2004",0,0,1,1,1,1,1,0,1,0,0,0
"1月 23, 2004",0,0,0,0,0,0,0,0,1,1,1,0
"1月 30, 2004",0,0,1,1,0,0,1,0,1,0,0,0
"2月 06, 2004",1,0,0,0,0,0,0,0,0,1,1,0
"2月 13, 2004",1,0,1,1,1,0,1,0,1,0,0,0
"2月 20, 2004",0,0,1,0,0,0,0,0,1,1,1,0
"2月 27, 2004",1,0,1,1,0,0,1,0,1,1,1,1
"3月 05, 2004",1,0,1,1,0,0,1,1,1,1,1,0
"3月 12, 2004",0,0,1,1,0,0,1,0,1,1,0,0
"3月 19, 2004",1,0,1,1,0,1,0,0,1,1,0,0
"3月 26, 2004",1,0,1,1,1,1,0,0,1,0,0,0
"4月 02, 2004",1,0,0,0,0,0,0,0,0,1,1,0
"4月 09, 2004",0,1,1,1,0,0,1,0,1,1,0,1
"4月 16, 2004",1,0,1,1,1,1,0,1,0,1,1,1
"4月 23, 2004",0,0,1,1,1,0,1,1,1,1,1,1
"4月 30, 2004",1,0,1,1,1,1,1,1,0,1,0,1
"5月 07, 2004",1,0,1,1,0,1,0,1,0,0,0,1
"5月 14, 2004",0,0,0,0,1,1,0,1,0,1,0,0
"5月 21, 2004",0,0,1,1,0,1,0,0,0,1,1,1
"5月 28, 2004",0,0,1,1,1,0,1,1,1,1,1,0
"6月 04, 2004",1,0,1,1,1,1,1,0,0,1,1,1
"6月 11, 2004",1,0,1,1,0,0,1,1,0,1,0,1
"6月 18, 2004",0,0,1,1,0,0,0,1,1,0,0,1
"6月 25, 2004",1,0,1,0,1,1,0,1,0,1,1,1
"7月 02, 2004",1,0,1,1,1,0,1,1,0,0,0,1
"7月 09, 2004",0,0,0,0,0,1,0,1,0,0,1,1
"7月 16, 2004",0,0,0,0,1,1,1,1,0,1,0,1
"7月 23, 2004",1,0,1,1,0,0,0,1,0,0,1,1
"7月 30, 2004",0,0,0,0,1,1,1,1,0,0,1,1
"8月 06, 2004",0,0,0,0,0,0,1,1,0,0,0,1
"8月 13, 2004",1,0,0,0,0,0,0,1,0,0,1,1
"8月 20, 2004",1,0,0,0,1,0,1,1,0,0,1,1
"8月 27, 2004",0,0,0,0,1,1,1,1,0,0,0,1
"9月 03, 2004",1,0,0,0,0,0,0,1,0,0,0,1
"9月 10, 2004",0,0,0,0,0,0,0,1,0,0,0,0
"9月 17, 2004",0,1,0,0,0,0,0,0,0,1,1,0
"9月 24, 2004",0,0,1,1,0,0,1,0,1,1,0,0
"10月 01, 2004",1,0,1,1,1,1,0,0,1,1,1,0
"10月 08, 2004",0,1,1,1,1,1,1,0,1,1,0,0
"10月 15, 2004",1,0,1,1,0,0,0,0,1,1,0,0
"10月 22, 2004",1,0,1,1,1,1,0,0,0,1,0,0
"10月 29, 2004",1,0,1,1,1,1,0,0,1,1,0,0
"11月 05, 2004",1,1,1,1,0,1,0,0,0,1,1,0
"11月 12, 2004",1,0,1,1,0,0,1,0,0,1,0,1
"11月 19, 2004",0,0,1,1,1,1,0,1,0,1,1,1
"11月 26, 2004",1,0,1,1,1,1,1,1,0,1,1,1
"12月 03, 2004",1,0,1,1,1,1,1,1,0,0,1,1
"12月 10, 2004",0,0,1,0,1,1,1,1,0,1,1,1
"12月 17, 2004",0,0,1,1,1,1,1,1,1,0,0,0
"12月 24, 2004",1,0,0,0,1,1,0,0,0,0,1,1
"12月 31, 2004",1,0,0,0,1,1,1,1,0,0,1,1
"1月 07, 2005",0,0,0,0,1,1,1,1,0,1,1,1
"1月 14, 2005",0,0,1,1,1,0,1,1,1,1,0,0
"1月 21, 2005",0,0,1,1,0,0,0,0,1,0,1,0
"1月 28, 2005",1,0,1,0,1,1,1,0,1,0,0,0
"2月 04, 2005",0,1,0,0,1,1,0,0,0,1,1,0
"2月 11, 2005",1,0,1,1,1,1,1,0,1,1,1,0
"2月 18, 2005",0,0,1,1,1,1,1,0,1,1,1,0
"2月 25, 2005",0,0,1,1,1,1,1,0,1,1,1,0
"3月 04, 2005",1,0,1,1,0,0,1,0,1,1,1,0
"3月 11, 2005",1,0,1,1,0,0,1,0,1,1,0,0
"3月 18, 2005",0,0,1,1,0,0,0,0,1,1,0,0
"3月 25, 2005",1,0,1,1,0,0,0,0,1,1,0,1
"4月 01, 2005",1,0,1,1,0,1,0,1,0,1,1,0
"4月 08, 2005",0,1,1,1,1,0,1,0,1,0,0,1
"4月 15, 2005",1,0,0,0,0,1,0,1,0,1,0,0
"4月 22, 2005",0,0,1,1,0,1,0,0,1,1,1,0
"4月 29, 2005",1,1,1,1,1,1,1,0,1,1,0,1
"5月 06, 2005",0,0,1,1,1,1,0,1,1,1,0,0
"5月 13, 2005",1,0,1,1,1,1,0,0,1,0,0,1
"5月 20, 2005",1,0,0,0,1,1,0,1,0,1,1,1
"5月 27, 2005",1,0,1,1,1,1,1,1,0,0,1,1
"6月 03, 2005",0,1,0,0,0,0,1,1,0,0,1,1
"6月 10, 2005",1,0,0,0,0,0,1,1,0,0,1,1
"6月 17, 2005",0,0,0,0,1,0,1,1,0,1,0,1
"6月 24, 2005",1,0,1,1,1,1,0,1,0,0,0,1
"7月 01, 2005",1,0,0,0,0,0,0,1,0,0,0,1
"7月 08, 2005",0,0,0,0,0,0,0,1,0,0,1,1
"7月 15, 2005",0,0,0,0,0,0,1,1,1,0,0,1
"7月 22, 2005",1,0,0,0,0,0,0,1,0,1,0,1
"7月 29, 2005",1,0,1,1,0,0,0,1,1,1,0,1
"8月 05, 2005",0,0,1,1,0,0,0,1,1,1,0,1
"8月 12, 2005",0,0,1,1,0,0,0,1,0,1,0,1
"8月 19, 2005",1,0,1,1,0,0,0,1,1,0,0,1
