Date,D2-B,D2-D,D6-D,D6-E,D6-I,D6-J,D6-S,D6-AB,D7-B,Label_D6-E,Label_D6-S,Label_D6-AB
"12月 16, 2011",-53,0,-10570,-10570,-412,482,-894,-2353,-0.6,1,0,1
"12月 23, 2011",-19,0,3899,3899,-692,572,-1264,1205,0.2,1,1,1
"12月 30, 2011",171,0,2209,2209,2479,-774,3252,3224,0.4,1,1,1
"1月 06, 2012",181,0,1825,1825,3610,456,3154,3985,0,0,1,1
"1月 13, 2012",-352,0,-3438,-3438,3717,1460,2258,438,-0.2,1,1,0
"1月 20, 2012",-279,0,3558,3558,-390,-875,486,-2456,0.3,1,1,0
"1月 27, 2012",-89,0,4175,4175,3017,924,2092,-135,0.5,1,1,1
"2月 03, 2012",180,-6,291,291,1629,325,1304,1174,0.2,0,0,0
"2月 10, 2012",322,0,-171,-171,400,683,-283,-2867,0,1,1,0
"2月 17, 2012",170,0,1633,1633,-649,-1520,871,-208,-0.2,1,0,0
"2月 24, 2012",-282,0,4160,4160,-1600,-710,-890,-2069,0.2,1,1,0
"3月 02, 2012",-18,0,848,848,-396,-1135,739,-1944,0,1,0,0
"3月 09, 2012",-126,0,1750,1750,-1410,-1354,-56,-4682,0.2,0,0,1
"3月 16, 2012",-100,0,-1162,-1162,-1214,599,-1813,1763,0.1,1,0,0
"3月 23, 2012",88,-415,7102,7102,-3537,-1949,-1587,-711,0.6,1,0,1
"3月 30, 2012",299,0,9009,9009,-1457,-59,-1400,19,0.5,1,0,0
"4月 06, 2012",-395,0,2566,2566,-4277,-872,-3403,-4000,0.2,1,0,0
"4月 13, 2012",99,0,3856,3856,-3671,-1798,-1874,-2908,0.3,1,0,0
"4月 20, 2012",23,0,3978,3978,-2235,-292,-1942,-3052,0.2,1,0,0
"4月 27, 2012",230,0,2840,2840,-2009,-1347,-663,-1903,0.2,1,0,0
"5月 04, 2012",35,-3,5289,5289,-2613,-1100,-1513,-3251,0.2,1,0,0
"5月 11, 2012",302,0,2128,2128,-2797,-1714,-1083,-969,-0.1,1,0,0
"5月 18, 2012",-57,0,883,883,-3299,-110,-3188,-309,-0.1,1,1,0
"5月 25, 2012",182,0,2213,2213,-833,-885,52,-1709,0,0,1,1
"6月 01, 2012",299,-82,-1763,-1763,3346,719,2626,2253,-0.4,0,0,0
"6月 08, 2012",152,0,-191,-191,-1724,489,-2212,-63,-0.3,1,1,1
"6月 15, 2012",-12,0,2861,2861,943,323,620,1156,0,0,1,0
"6月 22, 2012",37,0,-133,-133,2078,926,1150,-2279,-0.2,0,0,0
"6月 29, 2012",-14,0,-4270,-4270,151,294,-142,-1051,-0.3,0,1,1
"7月 06, 2012",143,0,-4855,-4855,2752,58,2694,3112,-0.4,0,0,1
"7月 13, 2012",-236,0,-809,-809,-1815,-691,-1124,2619,0,1,1,1
"7月 20, 2012",258,0,2717,2717,4134,1899,2236,1708,0.1,0,0,0
"7月 27, 2012",-225,0,-6523,-6522,-2174,-552,-1623,-974,-0.4,0,0,0
"8月 03, 2012",36,0,-3775,-3775,-1801,970,-2771,-724,-0.2,0,0,1
"8月 10, 2012",104,0,-3699,-3699,-2371,-1784,-587,677,-0.3,0,0,1
"8月 17, 2012",-273,0,-5412,-5412,-962,-564,-398,992,-0.2,1,0,1
"8月 24, 2012",-58,0,3778,3778,-1509,-1068,-441,873,0.3,0,0,1
"8月 31, 2012",-772,0,-7426,-7426,-2334,-1549,-785,993,-0.1,1,0,1
"9月 07, 2012",-287,0,409,1409,-1177,352,-1530,1476,0.6,1,0,0
"9月 14, 2012",595,0,8536,8534,-1407,1283,-2689,-322,0.7,0,1,0
"9月 21, 2012",-292,0,-2446,-2446,-481,-1437,955,-482,0.2,0,0,0
"9月 28, 2012",222,0,-482,-482,114,909,-794,-3689,-0.2,1,1,0
"10月 05, 2012",-97,150,1512,1512,-534,-2130,1596,-3177,0,1,1,0
"10月 12, 2012",70,0,2860,2860,1720,22,1698,-2218,0.2,1,1,0
"10月 19, 2012",-17,0,5896,5896,1439,1286,152,-646,0.3,0,1,0
"10月 26, 2012",48,0,-2045,-2045,935,739,197,-93,-0.1,1,1,1
"11月 02, 2012",-183,0,1547,1547,2875,1895,981,131,0.1,1,0,0
"11月 09, 2012",-55,0,1089,1089,-440,-178,-263,-2539,0.2,0,0,0
"11月 16, 2012",277,0,-1466,-1466,-1547,62,-1610,-2675,-0.1,0,1,0
"11月 23, 2012",285,0,-347,-347,3865,155,3711,-800,-0.2,0,1,1
"11月 30, 2012",255,0,-2357,-2357,7860,3715,4145,3027,-0.5,1,1,1
"12月 07, 2012",-62,15,140,140,5000,999,4001,2986,-0.2,0,1,0
"12月 14, 2012",227,0,-964,-964,2207,-628,2835,-1085,-0.4,0,0,1
"12月 21, 2012",-266,0,-586,-586,3782,3800,-18,2423,0,0,1,1
"12月 28, 2012",13,0,-11120,-11120,2569,-280,2849,4574,-0.7,1,1,1
"1月 04, 2013",-84,0,892,892,7412,-541,7953,6777,0.1,0,1,1
"1月 11, 2013",-156,5,-636,-951,1910,-1293,3202,1686,0.1,1,0,1
"1月 18, 2013",-895,0,2813,2813,-1738,256,-1993,508,0.6,1,0,0
"1月 25, 2013",275,0,6140,5947,-956,1156,-2111,-2315,0.7,1,1,0
"2月 01, 2013",-50,0,2681,2334,1738,-729,2466,-1042,0.5,1,0,0
"2月 08, 2013",-121,5,722,560,-803,114,-918,-3677,0.3,1,0,0
"2月 15, 2013",-134,0,4143,4143,-2884,160,-3043,-2277,0.4,1,0,1
"2月 22, 2013",335,0,1130,1130,-1857,359,-2216,557,0,1,1,0
"3月 01, 2013",-480,0,3736,3736,-616,-2370,1754,-3830,0.4,1,0,1
"3月 08, 2013",-37,298,2624,2624,-3571,-1770,-1801,83,0.4,0,1,0
"3月 15, 2013",520,0,-1314,-1314,-1476,-2007,531,-672,-0.3,1,0,0
"3月 22, 2013",364,0,3256,3256,-1596,-521,-1075,-4513,0.1,1,0,0
"3月 29, 2013",130,0,2707,2707,-572,-399,-174,-2266,-0.2,0,1,0
"4月 05, 2013",106,116,-118,-118,1699,-1379,3079,-169,-0.5,0,0,1
"4月 12, 2013",-40,0,-1233,-1233,-633,356,-989,2364,-0.3,1,0,1
"4月 19, 2013",-586,0,947,947,-3928,-1621,-2307,97,0.2,1,0,1
"4月 26, 2013",222,0,6696,6696,-1818,-715,-1104,474,0.6,1,1,1
"5月 03, 2013",470,-9,371,371,-910,-1741,832,1812,0,0,1,1
"5月 10, 2013",73,0,-624,-624,2588,824,1764,2300,-0.1,0,1,0
"5月 17, 2013",-4,0,-338,-338,3015,871,2144,-1052,-0.4,1,1,1
"5月 24, 2013",-220,0,3000,3000,-1514,-1655,141,1851,0.1,0,0,1
"5月 31, 2013",433,0,-6267,-6267,-366,1528,-1894,2611,-0.5,1,1,0
"6月 07, 2013",-225,0,2629,2629,2748,2661,87,-1163,0.2,1,1,0
"6月 14, 2013",294,0,313,313,183,-248,432,-489,-0.1,1,1,1
"6月 21, 2013",173,0,18,18,3653,11,3641,1567,-0.3,0,0,0
"6月 28, 2013",386,0,-10347,-10347,-1719,-1199,-520,-2418,-0.9,0,0,1
"7月 05, 2013",28,0,-9737,-9737,-2634,188,-2821,3038,-0.9,0,1,1
"7月 12, 2013",119,4,-6902,-6902,3055,807,2247,3870,-0.7,0,0,0
"7月 19, 2013",-206,0,-2825,-2825,-1389,75,-1464,-1227,-0.3,1,0,0
"7月 26, 2013",-66,0,431,431,770,867,-97,-466,0.1,0,0,1
"8月 02, 2013",-72,1,-1431,-1431,135,727,-593,469,0,0,1,1
"8月 09, 2013",-282,0,-2812,-2812,-1169,-2396,1227,2027,0,0,0,1
"8月 16, 2013",234,0,-1428,-1428,-4029,-79,-3949,871,0,1,0,0
"8月 23, 2013",-71,0,2986,2986,-587,608,-1195,-316,0.2,0,1,1
"8月 30, 2013",162,0,-1836,-1836,-1827,-2086,259,549,-0.1,0,1,1
"9月 06, 2013",-40,0,-618,-618,1658,894,764,2586,-0.1,0,0,0
"9月 13, 2013",214,0,-4368,-4368,-1627,-549,-1078,-1079,-0.4,1,1,0
"9月 20, 2013",-519,0,2635,2635,217,-1062,1279,-234,0.2,1,1,0
"9月 27, 2013",-146,0,5472,5472,3495,454,3042,-1680,0.5,1,0,0
"10月 04, 2013",-555,0,6744,6744,149,274,-126,-3141,0.8,1,0,0
"10月 11, 2013",-37,0,3999,3999,-2570,-482,-2088,-1801,0.7,1,0,1
"10月 18, 2013",2,0,5246,5246,-1805,-158,-1648,1537,0.7,1,0,0
"10月 25, 2013",197,0,4087,4087,-1713,268,-1980,-3058,0.4,1,1,0
"11月 01, 2013",16,0,1189,1189,-3755,-8852,5098,-4899,0,1,0,0
"11月 08, 2013",343,0,2640,2640,-838,543,-1382,-481,0,1,0,0
"11月 15, 2013",36,0,375,375,-345,191,-536,-4795,-0.2,1,1,0
"11月 22, 2013",104,0,2953,2953,1751,1187,564,-1666,0,0,1,1
"11月 29, 2013",555,0,-5585,-5585,1828,-1421,3248,2649,-0.8,0,1,1
"12月 06, 2013",25,3,-11004,-11004,6717,2298,4420,4541,-1,0,1,0
"12月 13, 2013",-200,0,-2941,-2941,1337,-88,1425,-2110,-0.3,0,0,0
"12月 20, 2013",302,0,-4731,-4731,-614,702,-1315,-1850,-0.5,0,1,1
"12月 27, 2013",14,0,-7007,-7007,844,-2133,2976,5042,-0.5,0,1,1
"1月 03, 2014",-113,0,-3958,-3958,6243,2505,3738,5826,-0.3,0,1,0
"1月 10, 2014",-403,0,-7658,-7658,6183,-1304,7488,-1023,-0.4,1,1,0
"1月 17, 2014",-515,0,990,990,2123,-191,2313,-3212,0.4,1,0,0
"1月 24, 2014",201,0,6421,6421,-819,627,-1446,-4584,0.7,1,1,0
"1月 31, 2014",-368,0,440,440,505,-1305,1810,-2360,0.4,1,0,0
"2月 07, 2014",166,0,3053,3053,-1853,-209,-1644,-731,0.4,1,0,0
"2月 14, 2014",-37,0,973,973,309,1242,-933,-339,0.1,1,1,1
"2月 21, 2014",121,0,68,68,-2807,-2854,47,338,0,1,0,1
"2月 28, 2014",-87,0,1429,1429,-1604,403,-2007,1414,0,1,0,0
"3月 07, 2014",-225,0,5880,5880,-5230,-1121,-4109,-533,0.5,1,0,0
"3月 14, 2014",-36,0,5850,5850,-1467,1103,-2570,-3097,0.5,1,0,1
"3月 21, 2014",141,0,6619,6619,-5101,-3892,-1209,1555,0.5,0,0,1
"3月 28, 2014",223,0,-2379,-2379,-1574,-895,-679,554,-0.2,1,0,1
"4月 04, 2014",22,115,3678,3918,-5188,-810,-4377,239,0.1,1,1,0
"4月 11, 2014",276,0,9390,10013,-154,-1016,861,-1278,0.4,1,0,1
"4月 18, 2014",367,0,2986,3524,-274,-63,-211,597,-0.1,1,1,1
"4月 25, 2014",-26,0,743,1698,1564,-3074,4639,1936,-0.1,0,1,0
"5月 02, 2014",-50,-8,-2321,-1572,1608,-458,2064,-447,-0.3,1,0,0
"5月 09, 2014",-237,0,-397,947,-772,492,-1264,-1124,0,0,1,1
"5月 16, 2014",282,0,-7775,-7226,970,528,443,3399,-0.4,1,0,0
"5月 23, 2014",-98,0,1657,1657,-1803,-1029,-774,-196,0.1,0,0,1
"5月 30, 2014",206,0,-3431,-3431,210,374,-164,2012,-0.3,0,1,1
"6月 06, 2014",-510,6,-2730,-2730,1697,-1010,2707,860,-0.1,0,0,1
"6月 13, 2014",-150,0,-578,-579,785,1696,-911,436,0.2,1,1,1
"6月 20, 2014",275,0,1742,1742,710,-755,1465,1177,0.1,0,0,1
"6月 27, 2014",546,0,-3155,-3155,-1235,-70,-1165,975,-0.2,0,0,1
"7月 04, 2014",34,0,-2407,-2407,579,874,-296,227,-0.4,0,1,1
"7月 11, 2014",374,0,-7525,-7525,171,-1573,1745,2528,-0.9,0,1,1
"7月 18, 2014",-28,0,-3969,-3969,3379,1397,1982,1636,-0.5,0,1,1
"7月 25, 2014",-47,0,-3697,-3697,365,-1008,1373,789,-0.4,0,0,0
"8月 01, 2014",-158,0,-1464,-1464,-4387,-514,-3873,-1798,-0.1,1,0,0
"8月 08, 2014",-179,0,1401,1401,-1160,980,-2141,-2421,0.2,0,1,0
"8月 15, 2014",204,0,-4474,-4474,585,-657,1244,-960,-0.2,0,0,1
"8月 22, 2014",124,0,-2070,-2070,-960,574,-1535,1252,-0.1,0,0,1
"8月 29, 2014",-114,0,-905,-905,-2322,-1570,-752,605,-0.1,0,1,1
"9月 05, 2014",-96,-127,-691,-691,2381,-3,2385,4094,-0.1,1,0,1
"9月 12, 2014",-28,10,3673,3673,-1635,1093,-2729,279,0.3,0,0,1
"9月 19, 2014",-90,0,-4273,-4273,-414,184,-598,823,-0.2,0,0,0
"9月 26, 2014",-525,0,-1365,-1363,-1836,204,-2040,-2894,0.2,1,1,1
"10月 03, 2014",-135,0,4914,4915,1180,-1455,2635,439,0.5,1,0,0
"10月 10, 2014",-233,0,8922,8923,-3995,-1103,-2892,-1518,0.9,1,0,1
"10月 17, 2014",-113,0,7111,7111,-1299,785,-2084,1049,0.8,1,0,0
"10月 24, 2014",-79,0,2060,2061,-1236,-912,-325,-5294,0.4,1,0,0
"10月 31, 2014",356,0,460,460,-1378,897,-2274,-724,0,0,1,0
"11月 07, 2014",267,0,-2786,-2785,1805,-285,2090,-2803,-0.3,1,1,0
"11月 14, 2014",161,0,2608,2608,1034,789,245,-2056,-0.1,1,1,0
"11月 21, 2014",44,0,1946,1946,1825,543,1282,-1648,-0.2,0,1,1
"11月 28, 2014",399,0,-3690,-3689,2143,-964,3107,3028,-0.5,1,1,1
"12月 05, 2014",271,0,1296,1298,8197,2499,5698,5577,-0.2,0,1,0
"12月 12, 2014",-326,0,-847,-847,5250,-308,5558,-207,-0.2,1,1,1
"12月 19, 2014",40,0,7267,7267,4083,400,3683,2303,0.3,0,1,1
"12月 26, 2014",36,0,-1754,-1754,2951,1695,1256,1874,-0.1,0,1,1
"1月 02, 2015",43,0,-4175,-4173,8115,-1002,9117,11205,-0.2,1,1,1
"1月 09, 2015",-527,16,5387,5389,3171,-440,3611,2925,0.5,1,1,0
"1月 16, 2015",-984,0,10070,10071,588,375,213,-3272,1.1,1,0,0
"1月 23, 2015",347,0,8873,8874,-2587,-1741,-846,-3892,1,1,1,1
"1月 30, 2015",288,0,6333,6333,2335,1098,1237,1788,0.7,1,1,0
"2月 06, 2015",20,-40,4326,4327,1977,-400,2377,-3252,0.5,1,1,0
"2月 13, 2015",-122,0,7715,7716,485,-647,1132,-3814,0.2,1,0,0
"2月 20, 2015",-199,0,8427,8427,-3118,570,-3688,-2711,0.6,1,0,0
"2月 27, 2015",-130,0,10303,10303,46,1721,-1675,-1722,0.8,1,0,1
"3月 06, 2015",187,1,5177,5179,-187,-142,-45,2527,0.5,1,0,1
"3月 13, 2015",136,0,9622,9622,-4473,-1237,-3236,380,0.6,1,0,0
"3月 20, 2015",94,0,8169,8170,-2014,-935,-1078,-34,0.4,1,0,1
"3月 27, 2015",198,0,4766,4766,-4258,-1516,-2743,1325,0.1,1,1,0
"4月 03, 2015",201,98,11679,11679,817,214,603,-250,0.4,1,0,1
"4月 10, 2015",283,0,1292,1294,-2072,-1319,-753,2017,-0.2,1,0,1
"4月 17, 2015",-230,0,5315,5315,-2135,598,-2733,395,0.1,1,1,0
"4月 24, 2015",118,0,1908,1910,1713,78,1636,-66,-0.1,0,1,1
"5月 01, 2015",247,-16,-4102,-4102,401,-856,1256,1503,-0.4,0,0,0
"5月 08, 2015",-379,0,-2192,-2191,-1142,-230,-913,-2503,0,0,0,0
"5月 15, 2015",245,0,-2361,-2674,-2774,-898,-1876,-546,-0.3,0,0,1
"5月 22, 2015",237,0,-2215,-2802,-3309,259,-3567,1115,-0.3,0,0,1
"5月 29, 2015",-43,0,-1449,-1948,-334,692,-1026,3773,-0.2,0,0,1
"6月 05, 2015",169,1,-6018,-6017,-2939,138,-3076,865,-0.6,0,1,1
"6月 12, 2015",-294,0,-2077,-2676,460,420,39,114,-0.2,0,1,1
"6月 19, 2015",250,0,-4584,-4934,680,-458,1138,1837,-0.3,1,0,1
"6月 26, 2015",-1,0,2784,2386,-1757,-137,-1621,392,0.1,1,1,1
"7月 03, 2015",65,0,1022,491,1215,368,848,1641,0,0,1,1
"7月 10, 2015",229,88,-3947,-4346,58,-712,771,3819,-0.5,1,0,1
"7月 17, 2015",45,0,2981,2468,-1725,271,-1997,235,0,0,0,1
"7月 24, 2015",-108,0,-4204,-4203,-363,17,-381,2588,-0.3,0,1,1
"7月 31, 2015",313,0,-4407,-4407,811,-788,1600,709,-0.4,0,0,1
"8月 07, 2015",-46,0,-1404,-1404,-1251,-677,-573,2994,-0.2,1,0,1
"8月 14, 2015",-254,0,2619,2620,-2708,850,-3558,594,0.2,0,1,1
"8月 21, 2015",-117,0,-5452,-5452,1660,1403,256,1436,-0.3,1,0,1
"8月 28, 2015",-269,0,4667,4667,-271,-136,-136,115,0.5,1,0,1
"9月 04, 2015",-279,55,2402,2405,384,1217,-833,952,0.5,0,1,1
"9月 11, 2015",403,0,-2104,-2104,2840,-784,3625,3060,0,0,1,0
"9月 18, 2015",-310,0,-1925,-1925,1369,-58,1426,-2088,0.1,1,1,0
"9月 25, 2015",-241,0,3953,3955,3254,1546,1709,-267,0.4,1,1,0
"10月 02, 2015",-403,0,3040,3040,1910,-612,2522,-2458,0.4,1,0,0
"10月 09, 2015",-292,41,7562,7562,-2618,271,-2889,-1520,1,1,0,0
"10月 16, 2015",78,0,8027,8028,-1518,286,-1804,-2622,0.9,1,0,0
"10月 23, 2015",271,0,3376,3376,-1137,-194,-943,-2951,0.4,1,0,0
"10月 30, 2015",21,0,2847,2847,-3300,-544,-2756,-1300,0.1,1,0,1
"11月 06, 2015",302,1,3980,3981,-2102,-239,-1863,352,0,1,1,0
"11月 13, 2015",137,0,252,252,1009,1005,4,-791,-0.3,1,1,1
"11月 20, 2015",304,0,960,961,2478,609,1868,1046,-0.3,1,1,1
"11月 27, 2015",423,0,1177,1177,135,-964,1100,3051,-0.4,0,1,1
"12月 04, 2015",-151,66,-3661,-3659,786,-1007,1793,4998,-0.6,1,1,1
"12月 11, 2015",-41,0,4801,4801,1731,1294,437,2563,0.1,0,1,0
"12月 18, 2015",-143,0,-5877,-5877,1111,-2046,3157,-661,-0.4,1,0,1
"12月 25, 2015",214,0,2626,2629,925,1042,-117,1795,0.2,0,1,1
"1月 01, 2016",-65,0,-4150,-4150,10576,1648,8928,6308,-0.2,1,1,1
"1月 08, 2016",-194,0,233,234,8438,-1015,9453,6136,0.1,1,1,0
"1月 15, 2016",-233,0,3978,3979,4563,-286,4849,-1025,0.3,1,1,0
"1月 22, 2016",-551,0,8383,8383,3464,188,3276,-4057,1,1,1,0
"1月 29, 2016",-24,0,7791,7792,5938,-233,6170,-777,0.9,0,1,1
"2月 05, 2016",-105,47,-669,-668,1258,-17,1276,1281,0.4,1,1,1
"2月 12, 2016",338,0,2147,2147,3036,432,2603,1399,0.3,1,0,0
"2月 19, 2016",-163,0,3501,3502,-2236,304,-2539,-1660,0.2,1,0,1
"2月 26, 2016",167,0,10374,10374,-1468,-564,-904,2882,0.6,1,0,0
"3月 04, 2016",59,0,4141,4144,-4526,-1253,-3274,-1119,0,1,0,0
"3月 11, 2016",85,0,1319,1317,-747,1287,-2033,-1135,0,1,0,1
"3月 18, 2016",-176,0,9357,9357,-4642,-641,-4000,917,0.6,1,0,0
"3月 25, 2016",414,0,2297,2299,-2514,-872,-1643,-1075,-0.1,0,1,1
"4月 01, 2016",199,0,-5218,-5218,1438,734,704,1799,-0.6,1,0,1
"4月 08, 2016",-492,0,6634,6634,-4237,-2458,-1778,505,0.5,1,0,0
"4月 15, 2016",163,14,2080,2080,-110,410,-521,-3554,0,1,1,0
"4月 22, 2016",-257,129,1998,1999,1608,-413,2022,-1695,0.3,1,1,0
"4月 29, 2016",139,0,2781,2784,536,464,71,-1261,0.4,0,0,0
"5月 06, 2016",193,2,-3609,-3608,-1231,109,-1340,-1647,-0.4,1,0,0
"5月 13, 2016",192,0,1310,1310,-2496,-680,-1815,-3170,0,0,1,0
"5月 20, 2016",-92,0,-4227,-4226,2043,34,2008,-1284,-0.5,0,0,0
"5月 27, 2016",-73,0,-1366,-1366,-1492,-883,-609,-1255,-0.2,0,0,1
"6月 03, 2016",211,0,-2363,-2361,1010,1581,-570,1754,-0.2,0,0,1
"6月 10, 2016",-100,-10,-933,-933,-2625,-1468,-1158,786,-0.1,0,0,1
"6月 17, 2016",188,0,-917,-917,627,1447,-820,151,-0.1,0,1,0
"6月 24, 2016",190,0,-4053,-4053,1367,151,1216,-1801,-0.5,0,1,0
"7月 01, 2016",-8,0,-2225,-2223,-122,-378,256,-1574,-0.3,0,0,1
"7月 08, 2016",-143,13,-2548,-2546,1213,1870,-656,4058,-0.2,0,1,0
"7月 15, 2016",319,0,-2343,-2342,911,-374,1284,-214,-0.3,1,1,0
"7月 22, 2016",-277,0,1671,1671,452,-636,1088,-780,0.1,1,0,1
"7月 29, 2016",266,0,1413,1413,-3262,-1123,-2139,1152,0,1,0,0
"8月 05, 2016",-255,0,1052,1055,-2807,-240,-2567,-1959,0.1,0,0,1
"8月 12, 2016",268,0,-2508,-2508,-2724,1460,-4183,1939,-0.2,1,0,1
"8月 19, 2016",-186,0,2500,2501,36,151,-117,122,0.1,1,0,1
"8月 26, 2016",-64,0,2275,2276,-691,60,-750,1496,0.3,0,0,1
"9月 02, 2016",315,116,-14514,-14513,-4211,-462,-3749,3382,-1,0,1,1
"9月 09, 2016",-200,0,-559,-559,567,-252,819,4619,0,0,0,1
"9月 16, 2016",-143,0,-6201,-6200,-3204,-1063,-2141,2238,-0.3,0,1,0
"9月 23, 2016",-253,0,-1882,-1882,2027,1235,791,-1915,0,0,1,0
"9月 30, 2016",-302,0,-2977,-2976,222,-114,337,-2359,0.2,1,0,0
"10月 07, 2016",-480,0,4849,4850,-1907,-479,-1428,-3746,0.8,0,1,0
"10月 14, 2016",-182,0,-5248,-5247,2469,1127,1342,-1240,0.2,0,0,0
"10月 21, 2016",182,0,-553,-553,-1956,-455,-1502,-3354,0.4,1,0,0
"10月 28, 2016",-104,0,14419,14420,-2207,-879,-1326,-1828,1.2,1,0,0
"11月 04, 2016",369,0,2431,2432,-2841,1270,-4111,-1948,0,1,1,1
"11月 11, 2016",309,0,5274,5274,746,-917,1662,310,0,0,1,1
"11月 18, 2016",271,0,-1256,-1255,2317,-1012,3329,327,-0.5,0,1,1
"11月 25, 2016",-114,0,-885,-884,2097,398,1699,4957,-0.5,0,1,1
"12月 02, 2016",134,0,-2390,-2389,3425,1824,1601,2501,-0.4,0,1,0
"12月 09, 2016",57,24,-2563,-2563,497,-550,1046,-762,-0.3,1,0,0
"12月 16, 2016",184,-1,2255,2256,-1309,660,-1968,-2420,0,1,0,0
"12月 23, 2016",-101,0,613,614,-1593,834,-2427,-1881,-0.1,0,1,1
"12月 30, 2016",132,0,-7051,-7051,8307,103,8204,10051,-0.5,1,1,1
"1月 06, 2017",418,15,4097,4097,5023,1577,3446,8356,-0.1,1,1,0
"1月 13, 2017",-639,0,2346,2347,5951,205,5746,-968,0.3,1,1,1
"1月 20, 2017",-421,0,2840,2840,6796,-356,7152,76,0.4,1,1,1
"1月 27, 2017",-100,0,6464,6466,3866,-722,4588,1568,0.7,1,0,1
"2月 03, 2017",-54,0,13829,13830,-869,-123,-746,29,1.4,1,1,0
"2月 10, 2017",-435,0,9527,9527,2846,647,2199,-689,1.1,1,0,0
"2月 17, 2017",-187,0,564,564,-2628,-514,-2114,-4924,0.5,1,1,0
"2月 24, 2017",393,0,1499,1501,-546,-636,90,-925,0.2,1,0,0
"3月 03, 2017",-172,0,7958,8209,-6555,-1129,-5427,-2676,0.8,0,0,0
"3月 10, 2017",-20,34,-1053,-237,-3055,-1490,-1565,-4229,-0.1,1,0,0
"3月 17, 2017",329,0,4328,4954,-2811,-93,-2717,-1910,0.1,1,0,0
"3月 24, 2017",425,0,143,867,-3747,-674,-3073,-2483,-0.3,1,1,0
"3月 31, 2017",203,0,1042,1566,-618,-1886,1269,-536,-0.4,0,0,0
"4月 07, 2017",268,110,-2791,-2166,-2973,-350,-2624,-2153,-0.8,0,1,0
"4月 14, 2017",241,0,-1233,-1034,1542,-174,1716,-1955,-0.6,0,1,1
"4月 21, 2017",347,0,-4142,-3641,3369,89,3280,2651,-0.7,0,1,0
"4月 28, 2017",-108,0,-2402,-930,191,-376,567,-562,-0.4,0,0,0
"5月 05, 2017",-418,-1,-5798,-5247,-150,141,-291,-1587,-0.3,0,0,0
"5月 12, 2017",363,0,-2481,-1753,-413,544,-956,-1944,-0.2,0,0,0
"5月 19, 2017",159,0,-4830,-4432,-787,-240,-547,-485,-0.3,0,0,1
"5月 26, 2017",229,0,-7407,-6428,-2858,-105,-2754,394,-0.5,1,1,1
"6月 02, 2017",-283,4,1639,3295,3324,756,2567,4355,0,0,1,1
"6月 09, 2017",29,0,-2062,-1661,2096,445,1652,328,-0.2,0,1,1
"6月 16, 2017",-104,0,-3234,-2451,-578,-1481,904,1079,0,1,0,0
"6月 23, 2017",-262,0,-1288,118,-894,1319,-2214,-223,0.2,0,0,0
"6月 30, 2017",251,0,-6698,-6299,-3669,-300,-3369,-1850,-0.3,0,0,1
"7月 07, 2017",103,0,-10714,-7564,-1647,1344,-2992,3131,-0.4,0,0,0
"7月 14, 2017",-125,0,-4729,-4727,-4445,-415,-4029,-2137,-0.3,0,0,0
"7月 21, 2017",166,0,-7208,-7208,-1015,-55,-960,-1852,-0.6,0,0,0
"7月 28, 2017",123,0,-1528,-1527,-2517,-339,-2179,-150,-0.2,0,1,0
"8月 04, 2017",166,-64,-6452,-6451,3424,742,2682,-1729,-0.5,0,1,1
"8月 11, 2017",-9,0,-8945,-8945,22,-730,753,702,-0.7,0,0,1
"8月 18, 2017",-104,0,-3327,-3327,-1223,1779,-3001,28,-0.2,0,0,1
"8月 25, 2017",264,0,-5395,-5392,35,225,-191,748,-0.5,1,0,0
"9月 01, 2017",-3253,0,4300,4580,-3199,301,-3500,-1396,1.5,1,0,0
"9月 08, 2017",-394,12,4295,5888,-8428,-1388,-7040,-3215,1.9,1,0,0
"9月 15, 2017",1094,0,2981,4591,-2125,-1003,-1122,-5693,1.4,0,1,0
"9月 22, 2017",1002,0,-2642,-1846,1107,-1474,2581,-814,0.7,0,1,0
"9月 29, 2017",-145,0,-6975,-6023,1644,709,934,-2606,-1.2,0,1,0
"10月 06, 2017",229,0,-3947,-2747,2490,-621,3112,-1480,-1.2,0,0,1
"10月 13, 2017",-819,0,-6489,-5731,908,2442,-1534,528,-0.5,1,0,0
"10月 20, 2017",586,0,542,856,-5465,-1733,-3732,-5246,0.1,0,0,0
"10月 27, 2017",-10,0,-3225,-2435,-4020,-201,-3820,-320,-0.2,1,0,0
"11月 03, 2017",290,0,1556,2237,-3312,316,-3627,-3359,0.2,1,1,0
"11月 10, 2017",334,4,1148,1854,894,-1055,1949,-799,-0.4,0,0,1
"11月 17, 2017",199,0,-3580,-1855,44,667,-623,269,-0.5,0,1,1
"11月 24, 2017",165,0,-5793,-3429,3627,2052,1576,2747,-0.6,0,1,1
"12月 01, 2017",192,0,-8058,-5610,6780,-156,6935,1667,-0.7,0,1,0
"12月 08, 2017",-243,-70,-4869,-5117,5664,2376,3288,-1370,-0.4,0,1,1
"12月 15, 2017",111,0,-6112,-6495,1237,-1094,2332,769,-0.5,0,1,1
"12月 22, 2017",335,0,-4511,-4609,591,-642,1233,1090,-0.4,0,1,1
"12月 29, 2017",210,0,-7063,-7419,4813,641,4172,8899,-0.6,0,1,1
"1月 05, 2018",-285,2,-4949,-4948,4135,-612,4747,4254,-0.4,0,1,0
