Date,D2-B,D2-D,D6-D,D6-E,D6-I,D6-J,D6-S,D6-AB,D7-B,Label_D6-E,Label_D6-S,Label_D6-AB
"10月 28, 2005",346,0,834,2734,1035,2124,-1089,-159,-0.8,1,1,0
"11月 04, 2005",316,4,3709,4409,4223,666,3557,-84,-0.4,0,0,1
"11月 11, 2005",221,0,-1959,-2159,-952,1024,-1976,2527,-0.6,1,0,1
"11月 18, 2005",431,0,54,354,238,2325,-2087,1165,-0.5,0,0,1
"11月 25, 2005",239,0,-3488,-4188,-545,327,-872,3313,-0.7,1,1,1
"12月 02, 2005",259,0,3287,2787,2741,865,1876,2737,-0.2,1,1,0
"12月 09, 2005",-188,0,892,892,1766,566,1200,-88,-0.2,1,1,0
"12月 16, 2005",-298,0,800,1300,-301,-955,654,-2821,0.1,1,0,0
"12月 23, 2005",165,0,118,118,-1221,-1155,-66,-890,0,0,1,1
"12月 30, 2005",155,-8,-1513,-1013,1406,-133,1539,2114,0,0,1,1
"1月 06, 2006",19,0,-3243,-2943,4519,1579,2940,4862,-0.2,1,1,1
"1月 13, 2006",-568,0,2741,2741,2857,1526,1331,911,0.3,0,1,1
"1月 20, 2006",-14,0,-2113,-2309,3128,1704,1424,1789,-0.1,1,1,0
"1月 27, 2006",42,0,1123,1919,4281,2116,2165,-198,0.4,0,1,0
"2月 03, 2006",-203,0,-212,-412,4300,2146,2154,-313,0.2,1,1,1
"2月 10, 2006",84,0,4853,4853,2115,280,1835,907,0.3,1,1,0
"2月 17, 2006",-48,0,1521,1121,189,-972,1161,-1260,0.2,1,1,0
"2月 24, 2006",-88,0,1938,1638,219,-773,992,-1506,0.2,1,1,0
"3月 03, 2006",-391,-1,6841,6641,-1102,-1716,614,-2660,0.6,1,0,0
"3月 10, 2006",313,0,4836,4836,-881,-140,-741,-3894,0.4,0,1,0
"3月 17, 2006",255,0,-910,-1310,-2321,-2787,466,-870,-0.1,1,0,0
"3月 24, 2006",85,0,2530,2030,-5337,-3012,-2325,-2500,0,1,0,0
"3月 31, 2006",-84,207,2710,2110,-4444,-4159,-285,-2564,0,1,1,0
"4月 07, 2006",-69,0,3309,3152,-3855,-8003,4148,-4240,0.1,0,1,0
"4月 14, 2006",146,0,-367,-806,-5445,-5467,22,-2788,-0.1,0,0,1
"4月 21, 2006",343,0,-6,-226,-1888,-878,-1010,1016,-0.1,1,1,0
"4月 28, 2006",-21,0,2225,1727,2114,-1494,3608,-1066,-0.1,1,1,1
"5月 05, 2006",272,-2,769,326,2342,368,1974,170,-0.2,0,1,0
"5月 12, 2006",21,0,477,-65,1325,536,789,-120,-0.2,0,0,1
"5月 19, 2006",-3,0,-2998,-2998,2108,2842,-734,2477,-0.3,1,0,1
"5月 26, 2006",186,0,1598,1599,794,1967,-1173,1835,-0.1,1,1,1
"6月 02, 2006",115,54,1283,1283,1054,946,108,1761,0,0,1,1
"6月 09, 2006",196,0,-981,-980,2815,661,2154,2106,-0.3,1,0,1
"6月 16, 2006",138,0,1387,1385,294,1060,-766,1691,-0.1,0,0,1
"6月 23, 2006",156,0,-3330,-3329,-1090,-68,-1022,1837,-0.4,0,1,1
"6月 30, 2006",-184,3,-2421,-2421,727,-152,879,1036,-0.2,0,1,1
"7月 07, 2006",-444,0,-6680,-5930,-426,-1470,1044,2576,-0.3,1,1,1
"7月 14, 2006",410,0,150,151,1543,245,1298,1199,0,1,0,1
"7月 21, 2006",-89,0,30,30,-3164,-1219,-1945,799,0.1,0,1,1
"7月 28, 2006",-301,0,-1775,-1774,-162,-1353,1191,661,0,0,0,0
"8月 04, 2006",92,5,-1187,-1186,-3209,-1712,-1497,-136,-0.1,0,0,1
"8月 11, 2006",-30,0,-1607,-1607,-2266,-418,-1848,748,0,0,1,1
"8月 18, 2006",169,0,-645,-643,402,-443,845,2311,0,1,1,1
"8月 25, 2006",54,0,2480,2481,367,-855,1222,1364,0.1,0,1,1
"9月 01, 2006",192,0,-2104,-2104,718,-460,1178,3102,-0.3,0,1,1
"9月 08, 2006",25,0,-2906,-2904,114,-894,1008,4641,-0.3,0,1,1
"9月 15, 2006",-65,0,-2849,-2848,560,132,428,4082,-0.2,0,1,1
"9月 22, 2006",-107,0,-110,-109,6345,4425,1920,2618,-0.1,1,1,1
"9月 29, 2006",-573,0,3355,3355,1153,467,686,178,0.5,1,1,0
"10月 06, 2006",23,-5,2220,2131,345,206,139,-1520,0.3,1,0,0
"10月 13, 2006",-483,0,5019,5020,-5222,-954,-4268,-4547,0.8,0,1,0
"10月 20, 2006",58,0,-2936,-3205,-2759,-3323,564,-1418,0.1,1,0,0
"10月 27, 2006",406,0,2153,1910,-2799,-2332,-467,-2723,0.1,1,1,0
"11月 03, 2006",-124,0,594,517,-584,-946,362,-2675,0.1,1,0,0
"11月 10, 2006",-221,0,1373,1283,-3781,-630,-3151,-3565,0,1,1,0
"11月 17, 2006",60,0,5161,5161,1406,-117,1523,-1198,0.3,0,1,0
"11月 24, 2006",169,0,-360,-360,-589,-825,236,-1002,0,0,0,0
"12月 01, 2006",319,0,-1190,-1190,-1038,226,-1264,-459,-0.1,0,0,0
"12月 08, 2006",-169,0,-4295,-4295,-174,936,-1110,-445,-0.5,0,1,1
"12月 15, 2006",232,0,-6323,-6323,1058,295,763,1206,-0.6,0,0,1
"12月 22, 2006",82,0,-8132,-8132,2938,3027,-89,472,-0.6,0,1,1
"12月 29, 2006",-96,0,-1299,-1299,5679,2086,3593,1971,-0.1,0,1,1
"1月 05, 2007",74,7,-5749,-5749,3763,2105,1658,5402,-0.5,1,1,1
"1月 12, 2007",-502,0,6768,6768,3491,2481,1010,910,0.6,1,1,1
"1月 19, 2007",-205,0,789,789,4009,1908,2101,750,0.3,1,1,0
"1月 26, 2007",-112,0,2684,2684,3819,1394,2425,-2648,0.4,0,1,0
"2月 02, 2007",53,0,-518,-518,2600,815,1785,-3632,0.2,0,0,0
"2月 09, 2007",-1,3,-589,-589,-2058,-505,-1553,-3018,0.1,1,0,0
"2月 16, 2007",-416,0,3694,3694,-3041,-1221,-1820,-5037,0.4,1,0,0
"2月 23, 2007",196,0,1421,1421,-1940,-1197,-743,-3787,0.1,0,0,0
"3月 02, 2007",141,0,-4898,-4897,-3750,-3603,-147,-1331,-0.3,1,0,0
"3月 09, 2007",-165,0,1180,1180,-2486,-1870,-616,-2733,0.2,1,0,0
"3月 16, 2007",197,0,3924,3924,-3450,-823,-2627,-1710,0.1,0,1,0
"3月 23, 2007",167,0,-847,-846,-258,-326,68,-700,-0.1,1,0,0
"3月 30, 2007",-115,0,4307,4307,-5030,-2575,-2455,-77,0.2,1,0,1
"4月 06, 2007",231,55,890,832,-5476,-5284,-192,170,-0.1,0,0,0
"4月 13, 2007",372,0,-740,-994,-2718,-1672,-1046,-795,-0.3,1,0,1
"4月 20, 2007",-358,0,2184,2074,-2793,-1127,-1666,5,0.1,1,0,0
"4月 27, 2007",46,0,1457,1169,-1115,-931,-184,-198,0,1,0,1
"5月 04, 2007",174,0,5636,5472,372,726,-354,1630,0.3,1,1,1
"5月 11, 2007",34,14,1193,1061,1764,992,772,992,0.1,1,0,1
"5月 18, 2007",351,0,2051,1969,1431,1616,-185,512,-0.1,0,0,1
"5月 25, 2007",-76,0,-1659,-1956,1361,1586,-225,147,-0.3,1,1,1
"6月 01, 2007",-235,-6,495,213,3510,1597,1913,1864,0,1,0,1
"6月 08, 2007",-9,0,82,82,3,1709,-1706,287,0,1,1,1
"6月 15, 2007",-349,0,6902,6902,1791,-28,1819,157,0.6,1,0,0
"6月 22, 2007",408,0,1562,1562,-749,657,-1406,-2275,0.2,1,1,1
"6月 29, 2007",114,-20,3151,3151,1851,1473,378,1162,0.2,0,1,1
"7月 06, 2007",17,0,-1588,-1588,1143,-389,1532,760,-0.2,0,0,0
"7月 13, 2007",89,0,-449,-449,-2235,-1933,-302,-145,-0.3,0,1,1
"7月 20, 2007",172,0,-1103,-1103,793,-138,931,1428,-0.2,0,1,1
"7月 27, 2007",388,0,-6497,-6497,586,-131,717,2889,-0.6,0,0,1
"8月 03, 2007",-419,4,-3961,-3961,-1723,-1089,-634,974,-0.3,0,0,1
"8月 10, 2007",-8,0,-5167,-5167,-1057,-417,-640,153,-0.4,1,0,1
"8月 17, 2007",-56,0,1890,1890,-5709,-1908,-3801,1356,0.2,0,0,1
"8月 24, 2007",-258,0,-3485,-3486,-3667,-1373,-2294,889,0,0,0,1
"8月 31, 2007",432,1,-3972,-3972,-1481,-755,-726,2256,-0.3,0,1,1
"9月 07, 2007",-337,0,-6847,-7013,-666,-1199,533,1793,-0.4,0,1,1
"9月 14, 2007",-207,0,-3399,-3874,417,284,133,1564,-0.1,1,1,1
"9月 21, 2007",-339,0,3471,1842,532,-980,1512,1533,0.2,1,1,0
"9月 28, 2007",136,0,1401,1138,-41,-236,195,-1173,0.3,0,1,0
"10月 05, 2007",-43,0,-1810,-1809,1675,1616,59,-563,0.1,1,1,1
"10月 12, 2007",12,0,2286,1784,2768,-17,2785,994,0.2,0,0,0
"10月 19, 2007",-183,0,-4742,-5288,-1931,-690,-1241,-1847,-0.4,0,1,1
"10月 26, 2007",-13,0,-3802,-3894,1295,434,861,808,-0.1,0,0,1
"11月 02, 2007",-43,0,-868,-960,-819,-611,-208,98,0,1,1,0
"11月 09, 2007",164,0,3459,2814,714,-161,875,-1965,0.2,0,1,0
"11月 16, 2007",-151,0,-978,-1071,163,136,27,-2407,-0.1,0,1,0
"11月 23, 2007",573,0,-452,-452,1438,-212,1650,-89,-0.2,0,1,1
"11月 30, 2007",-20,0,-7277,-7913,3995,1088,2907,1428,-0.7,0,1,0
"12月 07, 2007",-172,-12,-995,-1089,1618,695,923,-810,-0.1,0,1,0
"12月 14, 2007",-38,0,-7489,-7586,2980,697,2283,-2158,-0.6,0,1,0
"12月 21, 2007",-22,0,-3398,-3299,636,-1089,1725,-2768,-0.2,0,1,1
"12月 28, 2007",164,0,-3182,-4056,1985,832,1153,569,-0.2,0,1,1
"1月 04, 2008",389,0,-6330,-6504,5221,1284,3937,1516,-0.6,1,1,1
"1月 11, 2008",-760,0,5779,4259,2193,1262,931,1152,0.4,1,1,0
"1月 18, 2008",-91,0,2374,2297,5085,1990,3095,-1302,0.2,1,1,0
"1月 25, 2008",-302,0,3554,3555,3558,2174,1384,-1539,0.5,1,1,1
"2月 01, 2008",-126,0,6977,6868,3588,1446,2142,135,0.8,1,1,0
"2月 08, 2008",69,0,1161,1066,1749,998,751,-166,0.2,1,1,0
"2月 15, 2008",-97,0,4204,4204,1028,97,931,-4446,0.5,1,1,0
"2月 22, 2008",160,0,3459,3231,2355,767,1588,-2575,0.2,0,1,0
"2月 29, 2008",244,0,-2922,-3056,1657,1238,419,-2327,-0.3,1,1,0
"3月 07, 2008",-246,0,6511,6400,1691,897,794,-1225,0.4,1,0,0
"3月 14, 2008",-195,0,815,133,-3447,-1477,-1970,-2910,0,1,0,0
"3月 21, 2008",-292,0,87,88,-3285,-2550,-735,-2141,0.2,1,0,0
"3月 28, 2008",72,0,7564,7317,-4525,-3553,-972,-1629,0.7,0,0,0
"4月 04, 2008",142,152,-2585,-3207,-3442,-637,-2805,-3693,-0.1,0,0,1
"4月 11, 2008",-113,0,-1715,-2356,-5517,-2507,-3010,52,-0.1,1,0,0
"4月 18, 2008",591,0,2540,2421,-3179,-557,-2622,-1377,-0.1,1,0,1
"4月 25, 2008",-79,0,4055,3848,-1483,539,-2022,1129,0.1,1,1,0
"5月 02, 2008",-99,0,5645,5653,794,-2531,3325,-107,0.3,1,1,1
"5月 09, 2008",405,0,837,176,-1715,-1926,211,1338,-0.3,0,0,1
"5月 16, 2008",29,0,-4659,-5317,-755,297,-1052,728,-0.4,0,0,1
"5月 23, 2008",214,0,-8244,-8883,-3258,61,-3319,1641,-0.8,0,1,1
"5月 30, 2008",183,6,-3989,-4802,2935,1777,1158,2273,-0.6,0,1,1
"6月 06, 2008",-161,0,-4426,-4577,998,-56,1054,2277,-0.4,0,0,1
"6月 13, 2008",120,0,-751,-1242,-1178,681,-1859,2617,-0.2,1,0,1
"6月 20, 2008",-181,0,905,803,-153,51,-204,2823,0.1,0,1,1
"6月 27, 2008",155,0,-1005,-1982,2100,415,1685,1264,-0.1,0,1,1
"7月 04, 2008",75,0,-5573,-5706,909,-25,934,1816,-0.4,1,1,1
"7月 11, 2008",-21,0,3064,2952,2472,510,1962,3189,0.1,0,1,1
"7月 18, 2008",-355,0,-1442,-1558,2847,1057,1790,2419,0,0,0,1
"7月 25, 2008",50,0,35,-81,-3525,-2733,-792,2396,0.1,1,0,1
"8月 01, 2008",-123,12,2013,1498,-4344,-2916,-1428,2841,0.2,0,0,0
"8月 08, 2008",-216,0,84,-316,-6394,-4273,-2121,-1759,0.2,1,0,1
"8月 15, 2008",-12,0,9389,9390,-6202,-2625,-3577,481,0.7,0,0,1
"8月 22, 2008",300,0,-178,-177,-1179,-841,-338,57,0,0,0,0
"8月 29, 2008",147,4,-1898,-1898,-1037,907,-1944,-413,-0.2,0,0,0
"9月 05, 2008",-1775,0,-5880,-5880,-6462,-3880,-2582,-1252,0,0,0,0
"9月 12, 2008",-246,0,-6329,-6328,-3308,-2613,-695,-835,0.1,0,0,0
"9月 19, 2008",-1733,0,-2943,-1520,-5895,-3335,-2560,-4176,1.2,1,1,0
"9月 26, 2008",948,0,2903,4278,901,848,53,-2359,1.5,1,1,0
"10月 03, 2008",1572,0,6192,8192,7175,4058,3117,-489,0.4,1,1,0
"10月 10, 2008",91,0,5331,5611,6973,4127,2846,-453,0,1,1,1
"10月 17, 2008",447,0,2935,3182,2709,508,2201,2156,-1,1,0,1
"10月 24, 2008",289,0,439,493,-1507,-1008,-499,2325,-0.8,1,1,1
"10月 31, 2008",-234,0,54,54,1123,552,571,1206,-0.2,0,1,1
"11月 07, 2008",-154,0,-52,-50,1982,178,1804,516,-0.2,1,1,0
"11月 14, 2008",95,0,1598,1599,539,-333,872,-1471,0.1,1,1,0
"11月 21, 2008",280,0,7280,7280,1842,336,1506,-186,0.5,0,1,0
"11月 28, 2008",-258,0,-456,-456,-1534,-1793,259,-1721,0,1,1,1
"12月 05, 2008",387,0,350,352,3722,77,3645,5614,-0.1,1,1,1
"12月 12, 2008",-415,0,525,525,1295,149,1146,2936,0,0,1,1
"12月 19, 2008",-41,0,-3103,-3101,3336,1918,1418,1814,-0.1,1,1,1
"12月 26, 2008",-321,0,547,549,808,-922,1730,694,0.2,1,1,1
"1月 02, 2009",332,0,6094,6094,3334,1322,2012,1790,0.6,1,1,1
"1月 09, 2009",64,11,1210,1144,2068,236,1832,6346,0,1,1,1
"1月 16, 2009",-441,0,6273,6100,6475,1015,5460,790,0.6,1,0,0
"1月 23, 2009",-9,0,6951,6218,-121,1275,-1396,-1005,0.5,1,1,0
"1月 30, 2009",205,0,7893,7170,362,-1616,1978,-1361,0.5,1,0,0
"2月 06, 2009",-214,0,4943,4619,-2662,-2415,-247,-1026,0.5,0,1,0
"2月 13, 2009",16,0,-39,-138,1105,-983,2088,-813,0,1,0,1
"2月 20, 2009",-207,0,946,717,-3322,-377,-2945,882,0.2,0,1,1
"2月 27, 2009",409,0,-25,-757,168,-1878,2046,1662,-0.1,1,0,1
"3月 06, 2009",-229,0,1307,515,-2993,-846,-2147,2108,0,1,1,1
"3月 13, 2009",64,0,3743,1942,3195,-370,3565,112,0.2,1,1,0
"3月 20, 2009",-45,0,5149,3302,-1144,-1297,153,-1584,0.1,1,1,1
"3月 27, 2009",23,0,4516,2844,2225,-1465,3690,221,0.3,1,1,0
"4月 03, 2009",129,54,3288,1416,656,95,561,-3354,0,1,0,0
"4月 10, 2009",-300,0,6934,5671,-944,1268,-2212,-1170,0.5,1,1,1
"4月 17, 2009",529,0,5155,3857,802,-283,1085,2682,0.1,1,0,1
"4月 24, 2009",-182,0,5278,4053,-4695,-2438,-2257,1794,0.2,1,0,1
"5月 01, 2009",420,-3,3018,954,-167,372,-539,2428,-0.1,0,0,1
"5月 08, 2009",-330,0,-3774,-4629,-4154,-314,-3840,922,-0.5,0,0,1
"5月 15, 2009",-315,0,-1366,-2105,-4337,-2343,-1994,672,0,0,0,1
"5月 22, 2009",624,0,-4128,-5413,-537,-304,-233,248,-0.5,1,1,1
"5月 29, 2009",-8,0,2950,2866,-215,-623,408,1661,0.2,0,0,0
"6月 05, 2009",25,0,-4396,-4396,-1553,-547,-1006,-318,-0.5,0,1,1
"6月 12, 2009",-73,0,-3289,-3874,3385,-472,3857,308,-0.5,0,1,1
"6月 19, 2009",354,0,-3373,-3868,3871,1814,2057,2077,-0.3,0,1,1
"6月 26, 2009",-39,0,-3021,-3660,2333,2011,322,2896,-0.4,0,1,1
"7月 03, 2009",-26,0,-2702,-2701,1902,968,934,3739,-0.2,0,1,1
"7月 10, 2009",139,0,-2133,-2813,1438,-730,2168,553,-0.4,0,1,1
"7月 17, 2009",-326,0,-1797,-1796,813,100,713,1218,0,1,0,1
"7月 24, 2009",-171,0,5151,5152,-2315,-166,-2149,2108,0.5,1,0,0
"7月 31, 2009",-174,0,1670,1670,-218,-22,-196,-1136,0.3,1,0,1
"8月 07, 2009",-69,0,2694,2696,-927,-131,-796,786,0.5,0,0,0
"8月 14, 2009",139,0,-8398,-8397,-2177,-1029,-1148,-650,-0.5,1,0,1
"8月 21, 2009",-21,0,128,128,-1700,1026,-2726,767,0,0,0,1
"8月 28, 2009",468,-28,-373,-372,-2969,-969,-2000,1179,-0.2,0,1,1
"9月 04, 2009",154,0,-5806,-5806,2068,-14,2082,1993,-0.7,0,1,1
"9月 11, 2009",-56,0,-4230,-4729,547,304,243,2237,-0.5,1,1,1
"9月 18, 2009",-316,0,3353,2855,5409,1102,4307,2961,0.1,1,0,1
"9月 25, 2009",-142,0,2794,2796,-1657,322,-1979,323,0.4,0,1,1
"10月 02, 2009",16,28,-1135,-1134,2937,666,2271,679,0.1,1,1,0
"10月 09, 2009",-510,0,334,334,-5230,-5251,21,-1084,0.3,1,1,0
"10月 16, 2009",-27,0,1310,1312,-2214,-3947,1733,-784,0.4,1,1,0
"10月 23, 2009",133,0,776,778,1619,-179,1798,-2134,0.2,0,0,0
"10月 30, 2009",-233,0,-3936,-3936,-287,490,-777,-378,0,1,1,1
"11月 06, 2009",-145,0,1787,1788,2560,795,1765,349,0.2,0,0,0
"11月 13, 2009",-31,0,-887,-887,-1755,364,-2119,-328,0.1,1,1,0
"11月 20, 2009",177,0,1018,1019,1003,595,408,-529,0.1,1,1,0
"11月 27, 2009",-127,0,2614,2091,3996,972,3024,-1170,0.2,0,1,1
"12月 04, 2009",77,9,-3269,-3795,2253,759,1494,1619,-0.3,0,0,0
"12月 11, 2009",-117,0,-3689,-3689,879,1517,-638,-2954,-0.3,0,0,0
"12月 18, 2009",-27,0,-4842,-4841,-883,-267,-616,-3027,-0.2,0,0,0
"12月 25, 2009",102,0,-1539,-1538,-366,-238,-128,-2055,-0.2,0,1,0
"1月 01, 2010",-87,0,-853,-1343,3737,2549,1188,-233,0,1,1,1
"1月 08, 2010",213,0,3698,3699,3791,-1063,4854,1353,0.2,0,1,0
"1月 15, 2010",-181,0,-471,-471,3950,174,3776,-3263,-0.1,0,1,1
"1月 22, 2010",-200,0,-3889,-3888,1985,284,1701,358,-0.1,1,0,0
"1月 29, 2010",-163,0,2317,2317,-1306,129,-1435,-948,0.3,1,1,0
"2月 05, 2010",129,7,2291,2294,2324,1123,1201,-356,0.3,1,1,0
"2月 12, 2010",182,0,3085,3085,1620,-478,2098,-2937,0.2,1,1,0
"2月 19, 2010",335,0,3034,3034,-895,-1047,152,-591,0.1,1,1,0
"2月 26, 2010",-33,0,4032,4034,773,-229,1002,-843,0,1,0,0
"3月 05, 2010",-149,0,1468,1470,-2959,-2029,-930,-2217,0,1,0,0
"3月 12, 2010",15,0,1012,1012,-1710,724,-2434,-1491,0,1,0,0
"3月 19, 2010",102,0,7244,7245,-2715,-873,-1842,-2422,0.5,1,1,0
"3月 26, 2010",192,0,2929,2929,313,-841,1154,-1085,0.2,1,0,1
"4月 02, 2010",370,0,2145,2146,-2498,-370,-2128,1074,-0.2,0,0,1
"4月 09, 2010",209,0,-2204,-2202,-1036,-753,-283,1107,-0.5,1,1,1
"4月 16, 2010",-135,-104,1892,1894,3587,1694,1893,2096,-0.1,1,0,1
"4月 23, 2010",278,0,1962,1963,-1240,-288,-952,2937,-0.2,1,1,1
"4月 30, 2010",190,0,2755,2755,1257,-1137,2394,573,0,1,0,1
"5月 07, 2010",-110,0,1917,1919,-2814,-1057,-1757,1396,0.1,1,0,0
"5月 14, 2010",156,0,160,162,-294,476,-770,-979,-0.2,1,1,0
"5月 21, 2010",-107,0,2460,2460,-203,-926,723,-267,0.1,0,0,1
"5月 28, 2010",20,0,-1904,-1902,-2647,-726,-1921,445,-0.1,0,1,1
"6月 04, 2010",82,0,-1675,-1675,-8,-656,648,1836,-0.2,1,0,1
"6月 11, 2010",-73,0,1689,1690,-636,199,-835,1798,0.2,1,0,1
"6月 18, 2010",77,0,2017,2017,-762,361,-1124,297,0,0,1,1
"6月 25, 2010",-98,0,-2009,-2007,537,-832,1370,2457,-0.1,0,1,1
"7月 02, 2010",135,4,-5045,-5044,1320,-650,1970,321,-0.3,0,0,1
"7月 09, 2010",241,0,-5058,-5058,1601,2401,-800,2943,-0.5,1,1,1
"7月 16, 2010",48,0,360,360,1118,-1039,2158,3935,-0.1,1,1,1
"7月 23, 2010",-55,0,7306,7308,91,-49,139,938,0.4,0,1,1
"7月 30, 2010",113,1,-2784,-2784,729,-789,1517,2173,-0.3,0,1,1
"8月 06, 2010",-509,0,-3001,-2998,409,-36,446,3456,-0.1,0,1,1
"8月 13, 2010",172,0,-818,-818,-39,-331,292,1069,0.1,1,1,1
"8月 20, 2010",-348,0,4106,4108,2273,1106,1167,1763,0.4,1,1,0
"8月 27, 2010",-68,0,3424,3425,-212,-1330,1119,-739,0.5,0,0,0
"9月 03, 2010",90,0,-1770,-1768,-243,556,-800,-388,0,0,0,0
"9月 10, 2010",94,0,-2489,-2489,-694,-117,-578,-340,-0.1,1,1,1
"9月 17, 2010",41,0,566,970,1590,629,962,347,0,0,0,0
"9月 24, 2010",-381,0,-302,-475,-3469,-2328,-1141,-1265,0,1,0,0
"10月 01, 2010",-515,5,2843,2843,-2646,-1607,-1039,-1124,0.5,0,0,0
"10月 08, 2010",-231,0,-253,-416,-1769,-1522,-247,-255,0.4,1,1,0
"10月 15, 2010",47,0,665,667,1155,824,331,-2155,0.5,1,0,0
"10月 22, 2010",171,0,5048,5007,-4387,-1446,-2941,-1613,0.6,1,0,0
"10月 29, 2010",-233,0,1950,1950,-2689,-661,-2028,-3568,0.2,0,0,0
"11月 05, 2010",153,0,-3547,-3545,-1917,-1080,-836,-4972,-0.3,0,0,0
"11月 12, 2010",217,0,-7286,-7286,-2657,-1002,-1655,-1110,-0.6,1,1,0
"11月 19, 2010",9,0,1028,1029,1913,692,1220,-541,0,1,1,0
"11月 26, 2010",-170,0,1065,1066,561,-1062,1623,-194,0,0,1,1
"12月 03, 2010",789,0,-4134,-4134,3811,1478,2333,2154,-0.7,0,1,1
"12月 10, 2010",71,0,-9854,-9854,809,-322,1131,1094,-0.9,0,1,0
"12月 17, 2010",-48,0,-5335,-5333,2400,1019,1381,-589,-0.6,0,0,1
"12月 24, 2010",3,0,-1258,-1258,-2316,-1483,-834,243,-0.4,0,1,1
"12月 31, 2010",59,0,-4161,-4161,3289,-403,3693,1148,-0.3,0,1,1
"1月 07, 2011",-260,0,-2393,-2392,5081,-1248,6329,2652,-0.1,1,1,1
"1月 14, 2011",-389,0,2616,2617,4443,-297,4740,1038,0.4,1,1,0
"1月 21, 2011",-212,0,4836,4836,2404,282,2121,-140,0.6,1,1,0
"1月 28, 2011",175,0,2594,2594,6154,1441,4714,-1579,0.5,1,1,1
"2月 04, 2011",42,0,1831,1831,4663,3510,1153,288,0.3,1,0,0
"2月 11, 2011",-481,0,859,860,205,1711,-1506,-3096,0.2,1,0,0
"2月 18, 2011",-328,0,822,822,-2798,-495,-2303,-1333,0.3,0,0,0
"2月 25, 2011",263,0,-364,-364,-3590,-359,-3231,-751,0.2,1,0,0
"3月 04, 2011",145,0,2376,2377,-5494,-1905,-3589,-3977,0.3,1,0,0
"3月 11, 2011",239,0,1745,1745,-4174,-2313,-1861,-2601,0,1,0,1
"3月 18, 2011",167,0,2131,2131,-5320,-1706,-3615,7,-0.2,1,0,1
"3月 25, 2011",-17,0,2945,2945,-2684,-2304,-380,710,0,1,1,1
"4月 01, 2011",39,0,1616,1616,-357,-1540,1184,195,0,1,0,0
"4月 08, 2011",-354,99,1627,1627,-7000,-2495,-4506,-2681,0.1,0,0,0
"4月 15, 2011",87,0,-2322,-2322,-1583,-395,-1187,-2504,0,1,0,0
"4月 22, 2011",-27,0,6156,6156,-2508,-2210,-298,-1805,0.5,1,1,0
"4月 29, 2011",-18,0,3421,3421,-1046,-1531,485,-1398,0.4,1,1,0
"5月 06, 2011",49,5,3632,3632,1275,-728,2003,-843,0.2,0,1,0
"5月 13, 2011",239,0,-15,-15,119,-463,583,-1157,-0.1,1,1,0
"5月 20, 2011",494,0,616,616,3794,1231,2562,-2040,-0.3,1,1,0
"5月 27, 2011",10,0,2878,2878,2553,-245,2798,-976,-0.1,0,1,1
"6月 03, 2011",261,0,-4632,-4632,2209,1214,995,810,-0.7,0,1,0
"6月 10, 2011",-243,0,-3406,-3406,573,154,418,-105,-0.5,0,0,1
"6月 17, 2011",409,0,-1722,-1711,-464,687,-1151,1173,-0.3,0,1,1
"6月 24, 2011",-31,0,-4375,-4375,-1428,-1949,522,258,-0.4,0,0,0
"7月 01, 2011",68,0,-873,-873,-634,343,-977,-191,-0.1,0,1,1
"7月 08, 2011",-97,38,-3124,-3124,-840,-2331,1492,2967,-0.4,0,1,1
"7月 15, 2011",403,0,-3727,-3727,757,164,592,3432,-0.3,1,1,1
"7月 22, 2011",-261,0,28,2296,1022,696,326,3385,0.1,1,1,1
"7月 29, 2011",129,0,-3552,950,1701,-1723,3425,409,0,0,0,0
"8月 05, 2011",135,0,-7615,-5121,-1588,1060,-2649,-737,-0.5,1,0,1
"8月 12, 2011",-205,0,-1681,4233,-3510,-1052,-2458,2449,0.4,0,1,1
"8月 19, 2011",244,0,-7015,-2213,1355,810,544,1731,-0.3,1,0,1
"8月 26, 2011",-219,0,555,5281,-2795,159,-2953,363,0.4,0,1,1
"9月 02, 2011",6,0,-8847,-3961,199,-466,666,709,-0.2,0,1,1
"9月 09, 2011",-426,0,-7704,-6704,1940,1939,1,1711,-0.3,0,1,0
"9月 16, 2011",283,0,-7336,-7336,3295,-349,3643,-874,-0.4,1,1,1
"9月 23, 2011",-130,0,1929,1915,791,71,719,72,0.2,0,0,0
"9月 30, 2011",-73,0,-4679,-4679,-1137,493,-1629,-744,-0.2,1,0,0
"10月 07, 2011",-563,0,1236,1233,-4134,-2753,-1381,-2929,0.3,0,0,0
"10月 14, 2011",-134,0,-4734,-4729,-3324,1839,-5163,-4266,0,1,0,0
"10月 21, 2011",253,0,4735,4735,-1353,-401,-952,-4275,0.5,1,1,0
"10月 28, 2011",33,0,1826,1826,1356,393,964,-3575,0.3,0,0,0
"11月 04, 2011",-358,0,-1588,-1588,-2107,-1794,-314,-6020,-0.1,0,1,0
"11月 11, 2011",344,0,-1057,-1056,992,398,593,-2136,-0.1,0,1,0
"11月 18, 2011",117,0,-6218,-6219,4475,2702,1774,-770,-0.5,1,1,1
"11月 25, 2011",-231,0,3932,3932,213,-470,683,5526,0.3,1,1,1
"12月 02, 2011",682,0,1149,1149,5147,731,4416,2533,-0.2,0,1,1
"12月 09, 2011",-590,0,-1932,-1932,3824,3265,559,480,-0.2,0,0,0
